thickness,TransportTimeAfterHeating,EnforcedTemperatureOfEntireSheet,QuenchingTimeInTool,QuenchingForce,spacing,DefaultToolTemperature,HARDNESS P1,THICKNESS P2
1.46,12.5778,928.2755,6.903,1202212.9677,1.0746,249.3422,463,1.4316
1.525,15.082,908.054,9.4185,1292623.1819,0.472,291.6307,407,1.4935
1.4645,18.8334,923.0674,2.2888,1151421.1973,0.5463,176.1666,414.6667,1.4417
1.5316,18.4976,948.7866,6.7298,722983.7008,1.2879,203.5466,437,1.5055
1.5001,16.9575,949.6834,5.5764,1521167.1772,0.7841,135.6718,460,1.4736
1.5051,22.21,904.5092,9.4797,1442145.6274,0.7019,87.1273,367.6667,1.4795
1.4635,23.7073,912.5984,5.0807,1568170.6114,1.4282,174.4425,389,1.4404
1.4624,13.6639,904.2054,5.8806,1686655.043,0.2381,289.1986,414.6667,1.4316
1.5065,15.6563,948.2966,9.5915,1422830.1871,1.9999,179.8558,469,1.4785
1.513,22.1397,924.254,7.8755,1656547.8591,0.8075,238.5397,397.3333,1.4847
1.4861,19.2544,931.1485,5.3173,548057.2481,1.4952,293.3875,421.3333,1.4596
1.4768,16.3078,934.0016,3.6715,933166.1004,0.1407,256.6969,433.3333,1.446
1.493,21.2673,947.0785,4.7441,790808.9235,0.984,158.5543,426.6667,1.4684
1.4621,10.9205,919.9617,8.3835,742622.6974,1.4589,179.4224,473.3333,1.4346
1.5444,19.3446,910.4945,3.4279,1943218.5372,0.4479,140.176,406,1.5143
1.4581,19.3874,937.3249,6.4769,1390666.6525,0.6783,92.3534,415.3333,1.4355
1.5497,12.681,917.8132,2.1853,1810179.1807,1.6339,107.4625,466.6667,1.5182
1.4528,10.1066,923.1706,4.9915,1707476.9001,0.4974,185.4363,480.6667,1.4209
1.5097,14.0026,901.0229,7.8243,563073.8342,0.3589,125.7465,424,1.4821
1.4602,12.0844,913.0265,8.8454,1147598.3555,1.2663,84.9799,462,1.4316
1.4829,19.7944,914.4455,3.1692,1058094.3595,0.598,291.9166,402,1.4583
1.4766,22.1053,947.0075,6.31,1515529.4024,1.5827,104.5808,423,1.4531
1.5067,23.8155,907.0163,5.9155,714960.0031,0.3151,168.1592,354.3333,1.4788
1.5183,15.1452,919.656,9.3504,744456.6266,0.4588,279.8505,419.3333,1.488
1.5386,18.9814,907.326,7.952,872703.9367,1.3908,178.0373,401,1.513
1.5106,17.9479,907.8293,7.0559,1999347.0589,1.9288,117.8666,414,1.486
1.4607,20.5907,903.7067,6.0316,1972003.7802,1.2076,264.2494,372.3333,1.4359
1.5244,13.6225,944.6129,2.9367,913526.0626,1.1116,156.6033,480,1.4977
1.4676,18.3705,910.7954,4.3114,1938317.8186,1.3858,81.4294,413,1.4434
1.4891,12.6668,944.9935,2.349,722134.8732,0.4056,266.3241,433,1.4596
1.4831,16.2719,948.7993,6.2538,1251112.8978,0.1149,215.4984,459.6667,1.4538
1.4734,17.1434,903.4466,9.2255,801732.0032,1.1035,192.1612,408,1.4502
1.5334,14.7459,909.8951,5.9767,1757543.2009,0.6607,159.6542,433.6667,1.5049
1.5131,21.4476,903.9619,7.0782,1663724.7684,0.5689,294.2115,366,1.4863
1.4565,22.3043,946.4677,6.9834,1092460.4875,1.9411,275.6905,434.3333,1.4333
1.535,18.9207,937.7566,5.7068,756967.0259,1.4948,147.7436,422,1.5085
1.5149,18.9985,931.4968,4.4314,660972.5652,1.943,206.1647,405.3333,1.4906
1.4991,23.3143,931.0071,6.3351,1745139.5816,0.609,228.0633,397.6667,1.4733
1.5369,21.5241,933.7863,4.3486,1381755.5239,0.9798,224.4415,417,1.5101
1.5016,18.88,910.4452,9.7757,1229186.6427,0.7545,101.8448,409,1.4769
1.5283,10.015,912.3994,8.1446,1072704.8043,0.6377,81.1104,482.3333,1.4909
1.5143,22.459,924.4948,4.4309,1646264.7369,0.4837,143.0374,398.3333,1.4873
1.4969,12.545,910.0441,3.4824,504509.4574,0.5845,94.936,453.6667,1.4668
1.5496,19.2099,935.8424,3.0911,720746.9637,0.8546,122.8793,417,1.5225
1.5139,13.178,917.1992,2.891,1905855.2999,1.7546,231.3651,451.6667,1.4857
1.5154,24.9272,941.7564,6.807,908846.0525,1.639,244.3601,395.6667,1.4889
1.5389,12.2698,941.3301,3.8523,1133258.5644,0.8754,235.3479,478,1.5039
1.4535,20.3299,942.1156,4.5792,1349055.4611,0.3005,191.2363,416,1.4297
1.476,21.2766,925.3726,5.9606,857210.0257,1.4737,186.756,406.6667,1.4528
1.5292,21.0355,909.1532,5.9475,1262094.4165,0.2938,297.1398,380,1.4977
1.4629,16.3504,924.5932,9.2556,836015.5378,1.4568,257.0163,418.6667,1.4404
1.5202,21.7191,946.602,8.4974,1405847.3739,1.0784,184.4937,426.6667,1.4941
1.4768,12.8339,941.1538,4.0158,741254.4835,1.7716,258.4484,468.6667,1.4525
1.488,19.6899,936.2653,6.8592,1340505.9093,0.5347,190.7483,409.6667,1.4626
1.4799,22.9854,924.6289,7.357,1010980.805,1.9829,150.1754,391.3333,1.4567
1.5193,12.7801,926.7833,4.7737,1226736.4508,0.9894,221.6765,466.6667,1.4876
1.5075,24.1292,947.9496,7.0236,1768504.2015,0.8069,206.8365,436.3333,1.4818
1.4703,13.1702,932.3994,5.2402,1130159.6316,1.9121,271.835,457.6667,1.4434
1.5089,18.7141,902.6548,8.7311,1876776.0431,0.658,148.9635,396,1.4821
1.4779,17.4618,928.2052,6.2771,1451398.1184,0.8394,273.2705,410.6667,1.4502
1.5426,11.1864,944.0077,5.6686,1547044.1071,0.9806,213.7369,481.6667,1.5075
1.5325,22.5196,947.5929,8.4337,1614609.6221,1.9224,166.2489,419.3333,1.5075
1.5151,19.778,947.3648,6.2939,1888864.059,1.8346,297.7089,412.3333,1.4857
1.5098,19.9449,904.6022,4.3757,1041582.5602,0.2179,176.2832,385.3333,1.4788
1.5428,16.0778,910.2724,8.1714,1114464.733,0.5784,206.5343,412.3333,1.5114
1.4561,19.6156,916.2492,7.3149,1375757.6472,0.2853,239.532,404,1.43
1.5479,17.2259,937.1013,9.5494,1983476.6282,0.4188,171.0985,443.6667,1.5124
1.5446,11.6142,926.1817,2.9839,1413635.8116,1.7413,138.2701,480.6667,1.5107
1.5478,17.2918,941.4307,5.0122,1914433.7701,0.8679,198.9224,445.6667,1.5186
1.4954,16.6112,917.2324,6.7033,924410.9071,1.2894,219.2719,412,1.4707
1.4518,22.5087,939.7126,9.3198,1187596.2172,1.4306,210.2797,429.3333,1.43
1.527,17.327,936.9381,7.5211,1917394.1013,1.0408,158.8479,440.6667,1.5
1.4999,13.085,923.2973,9.8479,1430245.1602,0.8683,246.5608,456.6667,1.4678
1.5086,18.23,940.7083,2.8098,1762102.9767,1.6895,216.3812,430.3333,1.4824
